,date,symbol,open,close,low,high,volume
159415,2011-05-09,DVA,42.1450005,41.9000015,41.674999,42.279999,2531000.0
159885,2011-05-10,DVA,42.095001,42.720001,41.9749985,42.875,2966000.0
160355,2011-05-11,DVA,42.7249985,42.875,42.4900015,42.970001,1381600.0
160825,2011-05-12,DVA,42.785,43.3100015,42.669998,43.415001,2451400.0
161295,2011-05-13,DVA,43.3050005,42.794998,42.66,43.345001,1433800.0
161765,2011-05-16,DVA,42.700001,42.6949995,42.3100015,43.0149995,1002000.0
162235,2011-05-17,DVA,42.595001,43.0200005,42.419998,43.075001,1433800.0
162705,2011-05-18,DVA,43.0200005,43.325001,43.0,43.4799995,1110600.0
163175,2011-05-19,DVA,43.415001,43.345001,43.1450005,43.544998,879400.0
163645,2011-05-20,DVA,43.4399985,42.8100015,42.6399995,43.4399985,1357600.0
164115,2011-05-23,DVA,42.459999,42.244999,41.6899985,42.4799995,1429200.0
164585,2011-05-24,DVA,42.330002,41.825001,41.825001,42.3499985,1044600.0
165055,2011-05-25,DVA,41.6899985,41.7249985,41.6049995,41.9449995,1686000.0
165525,2011-05-26,DVA,41.6100005,41.970001,41.4350015,42.1349985,1731800.0
165995,2011-05-27,DVA,42.044998,41.8100015,41.665001,42.044998,1249400.0
166465,2011-05-31,DVA,42.1399995,42.0250015,41.869999,42.1399995,2275200.0
166935,2011-06-01,DVA,41.9799995,41.950001,41.845001,42.154999,1531200.0
167405,2011-06-02,DVA,41.9399985,42.209999,41.744999,42.2700005,1341400.0
167875,2011-06-03,DVA,41.845001,41.8499985,41.5200005,42.0600015,1776000.0
168345,2011-06-06,DVA,41.705002,41.465,41.3600005,41.715,1157400.0
168815,2011-06-07,DVA,41.540001,41.3499985,41.3499985,41.7299995,1216800.0
169285,2011-06-08,DVA,41.3950005,41.630001,41.255001,41.75,1540600.0
169755,2011-06-09,DVA,41.575001,42.0099985,41.540001,42.2249985,1145800.0
170225,2011-06-10,DVA,41.8600005,41.5149995,41.41,41.9350015,1046400.0
170695,2011-06-13,DVA,41.625,41.595001,41.5649985,41.8950005,937400.0
171165,2011-06-14,DVA,41.8499985,41.915001,41.5200005,41.959999,1128600.0
171635,2011-06-15,DVA,41.6850015,41.6049995,41.4749985,42.029999,1057800.0
172105,2011-06-16,DVA,41.7700005,42.1150015,41.6800005,42.3499985,1879000.0
172575,2011-06-17,DVA,42.3499985,42.035,41.965,42.549999,1729400.0
173045,2011-06-20,DVA,42.0250015,42.470001,42.0250015,42.544998,1819800.0
173515,2011-06-21,DVA,42.669998,42.369999,42.2750015,42.75,1511200.0
173985,2011-06-22,DVA,42.1899985,42.5099985,42.16,42.709999,1831600.0
174455,2011-06-23,DVA,42.119999,42.1949995,41.5,42.3549995,1515800.0
174925,2011-06-24,DVA,42.169998,41.9799995,41.450001,43.084999,3662800.0
175395,2011-06-27,DVA,41.8899995,42.4449995,41.6899985,42.505001,1773600.0
175865,2011-06-28,DVA,42.450001,42.755001,42.4399985,43.049999,1528200.0
176335,2011-06-29,DVA,42.9000015,42.7700005,42.5099985,42.9000015,1177400.0
176805,2011-06-30,DVA,42.8600005,43.3050005,42.8600005,43.369999,1034600.0
177275,2011-07-01,DVA,43.334999,43.5999985,43.0999985,43.7350005,1688400.0
177745,2011-07-05,DVA,43.755001,44.0250015,43.755001,44.505001,1959600.0
178215,2011-07-06,DVA,44.040001,44.25,43.8100015,44.3499985,919000.0
178685,2011-07-07,DVA,44.465,44.6800005,44.290001,44.880001,1064800.0
179155,2011-07-08,DVA,44.5,44.334999,43.950001,44.5,904600.0
179625,2011-07-11,DVA,43.9850005,43.5,43.375,44.084999,1135400.0
180095,2011-07-12,DVA,43.5649985,43.7599985,43.5649985,44.0649985,876200.0
180565,2011-07-13,DVA,43.869999,43.595001,43.4449995,44.1349985,708000.0
181035,2011-07-14,DVA,43.6049995,43.5,43.3950005,43.8950005,737200.0
181505,2011-07-15,DVA,43.6399995,43.549999,43.3050005,43.779999,913200.0
181975,2011-07-18,DVA,43.4799995,42.924999,42.669998,43.584999,1272600.0
182445,2011-07-19,DVA,43.5200005,43.3050005,43.1049995,43.8849985,1252800.0
182915,2011-07-20,DVA,43.1850015,43.169998,42.8950005,43.4449995,652200.0
183385,2011-07-21,DVA,43.3950005,43.3499985,43.294998,43.8899995,1309600.0
183855,2011-07-22,DVA,43.255001,42.9449995,42.9000015,43.4300005,726400.0
184325,2011-07-25,DVA,42.709999,42.450001,42.4350015,42.8600005,938800.0
184795,2011-07-26,DVA,42.2350005,42.084999,41.9399985,42.419998,1028800.0
185265,2011-07-27,DVA,41.9000015,41.325001,41.2700005,41.9000015,1186000.0
185735,2011-07-28,DVA,41.5,41.529999,41.169998,41.7350005,1967600.0
186205,2011-07-29,DVA,41.4900015,41.7700005,41.095001,42.119999,2736600.0
186675,2011-08-01,DVA,41.9399985,39.834999,39.3849985,41.9399985,4685400.0
187145,2011-08-02,DVA,39.5200005,39.8600005,39.5,40.5600015,3154000.0
187615,2011-08-03,DVA,39.8499985,39.215,38.904999,40.3650015,3681200.0
188085,2011-08-04,DVA,41.3899995,38.904999,38.6949995,41.955002,7629000.0
188555,2011-08-05,DVA,39.1800005,39.1399995,38.3100015,39.700001,4900800.0
189025,2011-08-08,DVA,38.1450005,35.790001,35.4000015,39.0099985,6294200.0
189495,2011-08-09,DVA,36.119999,37.1850015,35.1850015,37.205002,3708600.0
189965,2011-08-10,DVA,36.720001,35.4350015,35.3650015,37.080002,2904600.0
190435,2011-08-11,DVA,35.505001,36.200001,35.369999,36.6349985,4927200.0
190905,2011-08-12,DVA,36.3650015,36.3849985,36.080002,36.845001,3338200.0
191375,2011-08-15,DVA,36.6150015,37.330002,36.535,37.494999,2469000.0
191845,2011-08-16,DVA,37.1450005,37.044998,36.8100015,37.6800005,2663600.0
192315,2011-08-17,DVA,37.1899985,36.720001,36.595001,37.5699995,1436600.0
192785,2011-08-18,DVA,36.169998,35.294998,34.9900015,36.1800005,2534400.0
193255,2011-08-19,DVA,34.8549995,34.8199995,34.630001,35.654999,3144200.0
193725,2011-08-22,DVA,35.4449995,34.6450005,34.5200005,35.4449995,1848000.0
194195,2011-08-23,DVA,34.790001,35.8499985,34.3950005,35.8650015,3442000.0
194665,2011-08-24,DVA,35.720001,35.790001,35.119999,35.950001,1988200.0
195135,2011-08-25,DVA,36.0,34.7700005,34.6349985,36.0649985,2822800.0
195605,2011-08-26,DVA,34.549999,35.970001,33.8600005,35.9799995,2273200.0
196075,2011-08-29,DVA,36.25,37.080002,36.165001,37.1450005,1855000.0
196545,2011-08-30,DVA,36.84,36.9900015,36.5600015,37.255001,1259200.0
197015,2011-08-31,DVA,37.165001,36.790001,36.455002,37.535,1900800.0
197485,2011-09-01,DVA,36.869999,36.6500015,36.6049995,37.669998,1603200.0
197955,2011-09-02,DVA,36.1150015,35.6800005,35.6049995,36.5550005,1981800.0
198425,2011-09-06,DVA,34.7599985,36.0200005,34.5999985,36.205002,1892400.0
198895,2011-09-07,DVA,36.2750015,37.375,36.2700005,37.5149995,2265400.0
199365,2011-09-08,DVA,37.0999985,36.6800005,36.6399995,37.494999,1724600.0
199835,2011-09-09,DVA,36.455002,35.6800005,35.455002,36.4900015,2243800.0
200305,2011-09-12,DVA,35.2649995,35.8899995,35.084999,35.950001,1924000.0
200775,2011-09-13,DVA,35.9000015,35.9350015,35.419998,36.049999,2107200.0
201245,2011-09-14,DVA,36.154999,36.5099985,35.450001,37.084999,1731200.0
201715,2011-09-15,DVA,36.8950005,37.005001,36.095001,37.044998,2901200.0
202185,2011-09-16,DVA,37.169998,36.4749985,36.279999,37.2400015,3160600.0
202655,2011-09-19,DVA,36.044998,36.4850005,35.625,36.7350005,2264000.0
203125,2011-09-20,DVA,36.66,36.709999,36.424999,37.380001,1984000.0
203595,2011-09-21,DVA,36.7700005,36.1850015,36.169998,37.2350005,2592800.0
204065,2011-09-22,DVA,35.4749985,34.580002,34.34,35.6500015,3509800.0
204535,2011-09-23,DVA,34.3849985,33.970001,33.785,34.6500015,3196400.0
205005,2011-09-26,DVA,34.1399995,34.669998,33.6450005,34.715,2273800.0
205475,2011-09-27,DVA,35.369999,35.755001,34.955002,36.415001,3219000.0
205945,2011-09-28,DVA,35.7249985,34.4900015,34.450001,35.7700005,2179000.0
206415,2011-09-29,DVA,33.9900015,31.465,29.8050005,34.0200005,12025800.0
206885,2011-09-30,DVA,30.955,31.334999,30.8999995,32.6100005,4865000.0
207355,2011-10-03,DVA,31.1000005,30.3199995,30.245001,31.42,4184200.0
207825,2011-10-04,DVA,29.870001,30.4850005,29.5699995,30.6450005,3200000.0
208295,2011-10-05,DVA,30.7299995,31.33,30.2350005,31.4750005,2751200.0
208765,2011-10-06,DVA,31.1849995,32.2350005,30.6550005,32.279999,2633600.0
209235,2011-10-07,DVA,32.2299995,30.8449995,30.754999,32.2649995,3367600.0
209705,2011-10-10,DVA,31.455,31.5249995,31.1949995,31.76,3100400.0
210175,2011-10-11,DVA,31.455,31.91,31.375,32.075001,1851600.0
210645,2011-10-12,DVA,32.1349985,31.7800005,31.76,32.4900015,1843600.0
211115,2011-10-13,DVA,31.7199995,31.450001,30.965,31.9750005,2102800.0
211585,2011-10-14,DVA,31.9449995,31.5300005,31.3199995,32.005001,1993000.0
212055,2011-10-17,DVA,31.205,30.8199995,30.745001,31.6000005,1602200.0
212525,2011-10-18,DVA,32.5,32.6949995,31.7749995,33.2700005,6062000.0
212995,2011-10-19,DVA,32.715,33.375,32.715,34.0,4747800.0
213465,2011-10-20,DVA,33.2350005,33.494999,33.0550005,33.6850015,3376800.0
213935,2011-10-21,DVA,33.965,34.6049995,33.674999,34.7249985,2540800.0
214405,2011-10-24,DVA,34.5099985,34.4000015,33.959999,34.825001,2783400.0
214875,2011-10-25,DVA,33.59,33.994999,33.279999,34.494999,3037400.0
215345,2011-10-26,DVA,34.5200005,34.404999,33.8549995,34.6850015,2390400.0
215815,2011-10-27,DVA,35.1500015,36.0099985,35.005001,36.200001,2909600.0
216285,2011-10-28,DVA,35.7750015,36.3499985,35.580002,36.459999,2282200.0
216755,2011-10-31,DVA,36.205002,35.0,34.994999,36.205002,1678000.0
217225,2011-11-01,DVA,34.044998,34.1100005,33.455002,34.345001,2298600.0
217695,2011-11-02,DVA,34.5999985,35.0699995,34.334999,35.3650015,1807800.0
218165,2011-11-03,DVA,35.6500015,36.7599985,35.5200005,37.4350015,4903400.0
218635,2011-11-04,DVA,36.3549995,36.9850005,35.3849985,37.470001,2748600.0
219105,2011-11-07,DVA,36.8950005,37.049999,36.380001,37.580002,1462800.0
219575,2011-11-08,DVA,37.299999,37.2299995,36.6450005,37.535,1578000.0
220045,2011-11-09,DVA,36.220001,36.34,36.154999,36.8499985,1899600.0
220515,2011-11-10,DVA,36.630001,36.6949995,36.2700005,36.955002,1372000.0
220985,2011-11-11,DVA,37.0649985,37.169998,36.959999,37.375,1490200.0
221455,2011-11-14,DVA,36.9850005,36.915001,36.59,37.1800005,943000.0
221925,2011-11-15,DVA,36.8950005,36.830002,36.4000015,37.1100005,1183200.0
222395,2011-11-16,DVA,36.205002,36.674999,35.904999,37.4000015,2168800.0
222865,2011-11-17,DVA,36.535,35.630001,35.419998,36.5699995,1951400.0
223335,2011-11-18,DVA,35.8650015,36.6850015,35.755001,36.8050005,2872400.0
223805,2011-11-21,DVA,35.9900015,36.34,35.6150015,36.465,2348800.0
224275,2011-11-22,DVA,36.3849985,36.5149995,35.924999,36.6949995,2720000.0
224745,2011-11-23,DVA,36.165001,36.1800005,35.8950005,36.415001,1842200.0
225215,2011-11-25,DVA,35.9449995,36.424999,35.8950005,36.915001,907800.0
225685,2011-11-28,DVA,37.040001,37.2299995,36.9399985,37.654999,1855600.0
226155,2011-11-29,DVA,37.255001,37.084999,36.9300005,37.7750015,1679800.0
226625,2011-11-30,DVA,37.8499985,38.09,37.470001,38.130001,2630800.0
227095,2011-12-01,DVA,38.1899985,38.3100015,37.9799995,38.665001,2093600.0
227565,2011-12-02,DVA,38.625,38.404999,38.3199995,38.869999,1965400.0
228035,2011-12-05,DVA,38.9300005,38.205002,37.6800005,39.0699995,2030800.0
228505,2011-12-06,DVA,38.0250015,37.825001,37.625,38.2299995,1128200.0
228975,2011-12-07,DVA,37.5600015,37.709999,37.1800005,37.91,1059000.0
229445,2011-12-08,DVA,37.584999,36.959999,36.9000015,37.845001,844200.0
229915,2011-12-09,DVA,37.1450005,37.3050005,36.924999,37.3549995,1584800.0
230385,2011-12-12,DVA,37.09,36.6399995,36.4900015,37.2599985,890000.0
230855,2011-12-13,DVA,36.875,36.380001,36.25,37.220001,1524400.0
231325,2011-12-14,DVA,36.375,36.3050005,36.2299995,36.5250015,1168600.0
231795,2011-12-15,DVA,36.6800005,36.919998,36.59,37.200001,1345400.0
232265,2011-12-16,DVA,37.255001,37.075001,36.8549995,37.4900015,1412000.0
232735,2011-12-19,DVA,37.1049995,36.5600015,36.4350015,37.334999,926800.0
233205,2011-12-20,DVA,37.1800005,37.34,37.0099985,37.404999,1042600.0
233675,2011-12-21,DVA,37.3650015,37.4749985,37.095001,37.7400015,954400.0
234145,2011-12-22,DVA,37.625,37.955002,37.424999,38.125,1085000.0
234615,2011-12-23,DVA,38.049999,38.244999,37.7649995,38.25,636400.0
235085,2011-12-27,DVA,38.2249985,38.209999,37.9900015,38.455002,482600.0
235555,2011-12-28,DVA,38.285,37.674999,37.6049995,38.3650015,457800.0
236025,2011-12-29,DVA,37.790001,37.9749985,37.5550005,38.035,550600.0
236495,2011-12-30,DVA,38.029999,37.904999,37.904999,38.165001,525000.0
236965,2012-01-03,DVA,38.654999,38.5649985,38.334999,38.955002,781600.0
237435,2012-01-04,DVA,38.5250015,38.665001,38.325001,38.7299995,1018800.0
237905,2012-01-05,DVA,38.494999,38.785,38.299999,38.84,1089600.0
238375,2012-01-06,DVA,38.785,38.91,38.700001,39.2700005,528800.0
238845,2012-01-09,DVA,39.09,38.8950005,38.6450005,39.125,979800.0
239315,2012-01-10,DVA,39.2700005,39.3100015,39.1100005,39.450001,1069000.0
239785,2012-01-11,DVA,39.3050005,39.279999,38.9000015,39.34,1078000.0
240255,2012-01-12,DVA,39.3600005,39.4399985,38.994999,39.5250015,1229200.0
240725,2012-01-13,DVA,39.1949995,39.2249985,38.8100015,39.3849985,718400.0
241195,2012-01-17,DVA,39.4300005,39.3650015,39.200001,39.7400015,655600.0
241665,2012-01-18,DVA,39.285,39.2249985,39.1049995,39.5,1040400.0
242135,2012-01-19,DVA,39.3600005,39.875,39.1450005,39.994999,1382400.0
242605,2012-01-20,DVA,39.924999,39.8849985,39.669998,40.6399995,1527200.0
243075,2012-01-23,DVA,39.91,40.220001,39.8899995,40.294998,1660800.0
243545,2012-01-24,DVA,40.075001,40.4350015,40.075001,40.5649985,676600.0
244015,2012-01-25,DVA,40.2700005,40.9300005,40.0,41.0099985,1020000.0
244485,2012-01-26,DVA,41.130001,40.450001,40.2649995,41.5649985,1117000.0
244955,2012-01-27,DVA,40.4900015,40.575001,40.330002,40.7700005,1570600.0
245425,2012-01-30,DVA,40.290001,40.700001,40.0,40.700001,1013200.0
245895,2012-01-31,DVA,40.9749985,40.904999,40.7700005,41.334999,1008200.0
246365,2012-02-01,DVA,41.3600005,41.9449995,41.174999,42.200001,1733000.0
246835,2012-02-02,DVA,41.9399985,41.4350015,41.244999,41.9399985,1142800.0
247305,2012-02-03,DVA,41.790001,41.959999,41.584999,42.035,995000.0
247775,2012-02-06,DVA,41.7649995,42.1150015,41.4399985,42.1399995,1952400.0
248245,2012-02-07,DVA,42.035,41.8950005,41.5200005,42.325001,1101000.0
248715,2012-02-08,DVA,41.9799995,41.8499985,41.4399985,42.0600015,1144400.0
249185,2012-02-09,DVA,41.91,42.005001,41.34,42.040001,1907800.0
249655,2012-02-10,DVA,41.7700005,41.9850005,41.3950005,42.005001,853800.0
250125,2012-02-13,DVA,42.1399995,41.9799995,41.654999,42.165001,1352400.0
250595,2012-02-14,DVA,41.9000015,42.375,41.8650015,42.465,2200400.0
251065,2012-02-15,DVA,43.334999,42.9449995,42.5600015,43.7400015,1625400.0
251535,2012-02-16,DVA,42.875,42.7400015,42.5699995,43.005001,1404400.0
252005,2012-02-17,DVA,44.215,42.8600005,42.575001,44.450001,3054000.0
252475,2012-02-21,DVA,42.965,43.0,42.5250015,43.3149985,1790400.0
252945,2012-02-22,DVA,43.049999,42.959999,42.6450005,43.075001,1971000.0
253415,2012-02-23,DVA,42.970001,42.9850005,42.6899985,43.0149995,1459200.0
253885,2012-02-24,DVA,42.9300005,43.4000015,42.825001,43.5,1303200.0
254355,2012-02-27,DVA,43.174999,43.1049995,42.9749985,43.4350015,1666600.0
254825,2012-02-28,DVA,43.1800005,43.380001,42.904999,43.4850005,1111600.0
255295,2012-02-29,DVA,43.3499985,43.2750015,43.200001,43.5250015,1423000.0
255765,2012-03-01,DVA,43.334999,43.41,43.1399995,43.494999,913200.0
256235,2012-03-02,DVA,43.3600005,43.3650015,43.1949995,43.5149995,1099600.0
256705,2012-03-05,DVA,43.215,43.299999,43.215,43.654999,1308600.0
257175,2012-03-06,DVA,43.0600015,42.924999,42.799999,43.2750015,1607200.0
257645,2012-03-07,DVA,43.0,43.285,42.9300005,43.450001,872000.0
258115,2012-03-08,DVA,43.529999,43.9000015,43.380001,44.215,1256400.0
258585,2012-03-09,DVA,43.9749985,43.1100005,43.0550005,44.494999,2956800.0
259055,2012-03-12,DVA,43.0999985,43.125,42.654999,43.1850015,1628600.0
259525,2012-03-13,DVA,43.25,43.59,42.9900015,43.625,1220600.0
259995,2012-03-14,DVA,43.6500015,43.959999,43.5600015,44.029999,1049400.0
260465,2012-03-15,DVA,43.994999,43.965,43.595001,44.005001,1108400.0
260935,2012-03-16,DVA,44.0699995,44.294998,44.0099985,44.41,1366400.0
261405,2012-03-19,DVA,44.404999,44.0550005,43.8050005,44.4449995,862000.0
261875,2012-03-20,DVA,43.924999,43.7750015,43.5999985,43.924999,581800.0
262345,2012-03-21,DVA,43.7299995,44.005001,43.575001,44.075001,939400.0
262815,2012-03-22,DVA,43.7700005,43.705002,43.41,43.84,833400.0
263285,2012-03-23,DVA,43.6800005,43.299999,43.1349985,43.7400015,1095200.0
263755,2012-03-26,DVA,43.5,44.2299995,43.424999,44.2599985,985800.0
264225,2012-03-27,DVA,44.3600005,44.285,43.9350015,44.4350015,784200.0
264695,2012-03-28,DVA,44.404999,44.125,43.8899995,44.6500015,992800.0
265165,2012-03-29,DVA,43.9449995,44.6399995,43.8950005,44.8950005,1328000.0
265635,2012-03-30,DVA,44.9000015,45.084999,44.6800005,45.209999,1498200.0
266105,2012-04-02,DVA,45.0,44.8600005,44.625,45.049999,1041600.0
266575,2012-04-03,DVA,44.8050005,44.709999,44.5699995,45.0200005,1049800.0
267045,2012-04-04,DVA,44.2249985,43.450001,43.029999,44.2249985,3630400.0
267515,2012-04-05,DVA,43.345001,43.494999,43.005001,43.5649985,1625200.0
267985,2012-04-09,DVA,43.0550005,42.744999,42.470001,43.0699995,1272600.0
268455,2012-04-10,DVA,42.5999985,42.380001,42.174999,43.049999,2190000.0
268925,2012-04-11,DVA,42.674999,42.825001,42.529999,42.904999,1286400.0
269395,2012-04-12,DVA,42.8849985,43.369999,42.8499985,43.5,1364800.0
269865,2012-04-13,DVA,43.215,42.8849985,42.7750015,43.3650015,764000.0
270335,2012-04-16,DVA,42.994999,42.790001,42.595001,43.029999,791400.0
270805,2012-04-17,DVA,42.919998,43.325001,42.834999,43.4900015,1108200.0
271275,2012-04-18,DVA,43.0999985,43.3899995,43.0600015,43.5,904800.0
271745,2012-04-19,DVA,43.375,43.5999985,43.174999,43.6399995,939000.0
272215,2012-04-20,DVA,43.665001,43.8100015,43.549999,43.834999,1360600.0
272685,2012-04-23,DVA,43.584999,43.1100005,42.9850005,43.584999,1061000.0
273155,2012-04-24,DVA,43.119999,43.1949995,42.794998,43.25,775800.0
273625,2012-04-25,DVA,43.450001,43.959999,43.4350015,44.0550005,1027200.0
274095,2012-04-26,DVA,43.8050005,44.1150015,43.6949995,44.1800005,870200.0
274565,2012-04-27,DVA,44.095001,44.584999,44.095001,44.755001,1257600.0
275035,2012-04-30,DVA,44.580002,44.290001,44.0099985,44.625,1343600.0
275505,2012-05-01,DVA,44.375,44.8149985,44.09,45.040001,1782400.0
275975,2012-05-02,DVA,43.535,43.209999,42.5649985,44.6399995,3499200.0
276445,2012-05-03,DVA,42.9900015,42.6399995,42.404999,43.34,2002400.0
276915,2012-05-04,DVA,42.625,42.1899985,42.169998,42.625,1550200.0
277385,2012-05-07,DVA,42.2750015,42.325001,42.029999,42.4900015,1683800.0
277855,2012-05-08,DVA,42.220001,42.720001,41.7649995,42.8199995,1767800.0
278325,2012-05-09,DVA,42.494999,42.755001,42.200001,42.950001,2676400.0
278795,2012-05-10,DVA,42.965,42.084999,41.994999,42.970001,2167600.0
279265,2012-05-11,DVA,41.8899995,41.4449995,41.125,42.0600015,3673000.0
279735,2012-05-14,DVA,41.220001,40.994999,40.465,41.3950005,2729200.0
280205,2012-05-15,DVA,40.924999,41.1150015,40.869999,41.255001,1876000.0
280675,2012-05-16,DVA,41.174999,41.3849985,41.0,41.705002,2220800.0
281145,2012-05-17,DVA,41.450001,40.669998,40.654999,41.6450005,1273000.0
281615,2012-05-18,DVA,40.834999,40.404999,40.2750015,40.950001,1338600.0
282085,2012-05-21,DVA,40.1800005,42.4000015,38.904999,42.9749985,11426200.0
282555,2012-05-22,DVA,42.4900015,40.125,39.959999,42.5999985,7053200.0
283025,2012-05-23,DVA,39.9900015,40.1949995,39.595001,40.325001,3851400.0
283495,2012-05-24,DVA,40.415001,41.0099985,40.325001,41.029999,4286000.0
283965,2012-05-25,DVA,40.9900015,40.880001,40.715,41.5200005,1723200.0
284435,2012-05-29,DVA,41.1899985,41.3499985,41.125,41.5200005,1775600.0
284905,2012-05-30,DVA,41.125,40.825001,40.5649985,41.165001,1929600.0
285375,2012-05-31,DVA,40.7299995,40.625,40.244999,40.8849985,1852200.0
285845,2012-06-01,DVA,40.0149995,40.1150015,40.005001,40.3149985,1793400.0
286315,2012-06-04,DVA,40.165001,40.529999,40.0149995,40.5550005,1669200.0
286785,2012-06-05,DVA,40.34,41.2750015,40.174999,41.3100015,1765200.0
287255,2012-06-06,DVA,41.3899995,41.915001,41.0600015,41.9300005,1738800.0
287725,2012-06-07,DVA,42.455002,42.1500015,42.0250015,43.0099985,3001000.0
288195,2012-06-08,DVA,42.035,42.799999,41.9000015,42.845001,2196200.0
288665,2012-06-11,DVA,43.0099985,42.465,42.419998,43.0600015,1864200.0
289135,2012-06-12,DVA,42.595001,42.9749985,42.330002,43.0,1145000.0
289605,2012-06-13,DVA,42.794998,43.4900015,42.5999985,43.7249985,1790200.0
290075,2012-06-14,DVA,43.630001,44.0550005,43.424999,44.215,1638600.0
290545,2012-06-15,DVA,44.244999,44.6899985,44.0149995,44.7400015,1328000.0
291015,2012-06-18,DVA,44.5600015,45.75,44.41,45.9449995,1869400.0
291485,2012-06-19,DVA,45.9000015,46.7700005,45.9000015,46.9300005,2601800.0
291955,2012-06-20,DVA,46.8849985,46.8950005,46.535,47.205002,2443800.0
292425,2012-06-21,DVA,47.0250015,45.924999,45.84,47.2400015,2603600.0
292895,2012-06-22,DVA,46.215,47.299999,46.215,47.3950005,2892800.0
293365,2012-06-25,DVA,46.959999,47.1500015,46.919998,47.450001,1520400.0
293835,2012-06-26,DVA,47.1049995,47.029999,46.7400015,47.3950005,1178600.0
294305,2012-06-27,DVA,47.084999,47.654999,47.084999,48.005001,1485200.0
294775,2012-06-28,DVA,47.4300005,48.3549995,47.2350005,48.369999,1363200.0
295245,2012-06-29,DVA,48.7249985,49.1049995,48.450001,49.1049995,1594200.0
295715,2012-07-02,DVA,49.3199995,48.8100015,48.59,49.3549995,2103200.0
296185,2012-07-03,DVA,48.9449995,48.8549995,48.709999,49.549999,1161000.0
296655,2012-07-05,DVA,48.8849985,48.785,48.674999,49.1899985,977600.0
297125,2012-07-06,DVA,48.3199995,48.3149985,48.0099985,48.529999,979600.0
297595,2012-07-09,DVA,48.3600005,48.6800005,48.334999,48.794998,1030600.0
298065,2012-07-10,DVA,48.7700005,48.3650015,48.2249985,48.924999,708600.0
298535,2012-07-11,DVA,48.4449995,48.700001,48.2249985,48.830002,1517600.0
299005,2012-07-12,DVA,48.4749985,48.8899995,48.3199995,49.029999,1106600.0
299475,2012-07-13,DVA,48.8849985,49.4900015,48.8849985,49.674999,1024200.0
299945,2012-07-16,DVA,49.5,49.450001,49.220001,49.5250015,949000.0
300415,2012-07-17,DVA,49.709999,49.785,49.244999,49.799999,1109800.0
300885,2012-07-18,DVA,49.584999,49.325001,49.200001,50.095001,1590600.0
301355,2012-07-19,DVA,49.3849985,49.1949995,48.91,49.6450005,1061800.0
301825,2012-07-20,DVA,48.994999,48.5999985,48.3600005,49.290001,1389800.0
302295,2012-07-23,DVA,48.075001,47.5649985,47.380001,48.1399995,1117600.0
302765,2012-07-24,DVA,47.619999,47.4000015,47.1049995,47.619999,1385000.0
303235,2012-07-25,DVA,47.404999,47.8549995,47.1349985,48.0250015,1145200.0
303705,2012-07-26,DVA,48.4799995,48.8600005,47.924999,48.91,1248400.0
304175,2012-07-27,DVA,49.080002,49.3050005,48.834999,49.5099985,1548800.0
304645,2012-07-30,DVA,49.244999,49.9000015,49.1949995,49.9449995,871800.0
305115,2012-07-31,DVA,49.8149985,49.209999,49.1349985,50.2599985,1933200.0
305585,2012-08-01,DVA,49.8199995,49.3149985,48.950001,50.119999,1429800.0
306055,2012-08-02,DVA,49.325001,48.6850015,47.9799995,49.825001,1887200.0
306525,2012-08-03,DVA,49.1949995,49.6450005,48.845001,49.6899985,1041800.0
306995,2012-08-06,DVA,49.669998,47.8650015,47.8650015,49.75,2731400.0
307465,2012-08-07,DVA,48.0149995,48.5,47.8650015,48.6399995,1858200.0
307935,2012-08-08,DVA,48.3950005,48.619999,48.200001,48.7400015,1172000.0
308405,2012-08-09,DVA,48.465,48.1399995,48.080002,48.904999,1394400.0
308875,2012-08-10,DVA,48.09,48.34,47.630001,48.375,1192200.0
309345,2012-08-13,DVA,48.2599985,48.1899985,48.0099985,48.2599985,1112200.0
309815,2012-08-14,DVA,48.325001,48.9350015,48.080002,48.9399985,1363800.0
310285,2012-08-15,DVA,48.9399985,49.0649985,48.785,49.424999,1138200.0
310755,2012-08-16,DVA,49.0250015,49.1450005,48.8899995,49.2599985,800600.0
311225,2012-08-17,DVA,48.709999,48.8149985,48.549999,48.91,1162200.0
311695,2012-08-20,DVA,48.904999,48.994999,48.6150015,49.169998,746400.0
312165,2012-08-21,DVA,48.9900015,48.005001,47.904999,49.0,1700400.0
312635,2012-08-22,DVA,47.970001,48.25,47.584999,48.4350015,1147200.0
313105,2012-08-23,DVA,48.3100015,48.09,47.994999,48.3100015,881400.0
313575,2012-08-24,DVA,48.1800005,48.5149995,48.044998,48.584999,808000.0
314045,2012-08-27,DVA,48.549999,48.7299995,48.529999,48.9900015,1091800.0
314515,2012-08-28,DVA,48.66,48.75,48.575001,48.9350015,1148800.0
314985,2012-08-29,DVA,48.7649995,48.66,48.619999,48.9000015,622400.0
315455,2012-08-30,DVA,48.470001,48.5,48.1399995,48.6850015,762400.0
315925,2012-08-31,DVA,48.6049995,48.6349985,48.3600005,48.869999,571800.0
316395,2012-09-04,DVA,48.575001,48.8199995,48.1150015,48.869999,1303600.0
316865,2012-09-05,DVA,49.0,50.1450005,48.9749985,51.9850005,4018600.0
317335,2012-09-06,DVA,50.0600015,50.424999,50.0600015,50.8050005,1628800.0
317805,2012-09-07,DVA,50.915001,50.290001,49.790001,50.915001,1245400.0
